Source ASIN,Source Image ID,Target ASIN,Target Image ID,Non-Target ASIN,Non-Target Image ID,Feedback 1,Feedback 2,Feedback 3
B07D8G5YVH,91s-DQGjKkL,B07MN4G2KP,710Jgm0p91L,B079RJP27C,81VqY9B-7jL,has silver and black curved trim on top of opening.,has black lining.,lining and pocket on lining have vertical stripes.
B077W1VJ3R,31Bkov-IsRL,B07RQM8734,41Xt1RXzQnL,B01N6V9CDX,416Iij3MrAL,is made of dark denim material.,has gray whiskers below pockets.,has fading along thighs.
B07D9JGP3R,41g4CUDOjkL,B07MCM7PH9,51VX9JDr0YL,B00S87IF1I,51Y5MMjTOGL,Grey with antitheft system,Anri-theftd design in gray,Gray heather and system for stealing prevention
B0758LZQW3,41w7blXl9TL,B06XWKKQ2T,41uyr5rpo2L,B077GCXK22,41SUR4iGvcL,is a bright and deep blue.,has company name written in a black curve over back opening.,has visor with a straighter side edge.
B015ZNQEF6,71wpeGNYsnL,B00ZE4404O,516eoGqlTLL,B072F28R5T,91ukoRVcPtL,crown has a crease on top.,hatband is braided straw in darker color.,brim is partly curved and partly flat.
B06XYGKX2P,41sTsV4bEfL,B00YA52SY2,41F41aGbPPL,B000NRRNFK,41jUvFyX9pL,I want a fedora,With a round cap,More like a round hat
B07BG6K6YB,41Dui3v4qdL,B075B32G5T,413Nkv8H47L,B07HXXCNFD,4129MRvxE9L,is a solid navy color.,cap slants downward in front and ends above the visor.,fabric is lightly textured with slanted lines.
B07VNP4H1Z,51E6d4TugwL,B07VKD8B2W,91BDPNDAweL,B07VH9YQHL,A1eFSsMmO2L,Star Wars themed,With Darth Vader onit,Mostly red and black
B072R6KJ6S,51ISE8RtT5L,B07XLTMB7W,51guLHe+DGL,B01DYT8BSQ,51UxqnZzRcL,in a lighter shade of blue.,a different style.,not made by vigos.
B07SWTMPCJ,71xe+57kXML,B07RNM3C55,51mvDKG1U8L,B07FB84MCG,51UWakjbkZL,"jeans are lighter, brighter blue",brand is Lee,has no rivet or trim on small inner front pocket
B07VDLXMWK,915LOIT3AwL,B07DTNSX7B,41SPOD367nL,B072R24QVX,41IEmAr4ntL,With cross stitch patterning by the neck,Black and white,Made by Armani
B017L2SI12,918xdKuQo7L,B01355YJEO,91-jPvQX4oL,B016IGM340,91naVzu4IxL,crown is stiffer and straighter.,"has maroon hatband with extension over brim, beading and feathers.",has a flat brim.
B00PXTB17Y,911VZWgMhJL,B076ZYG4K8,31Sgu2+uZoL,B07FK5FGRQ,31I1+dq1y9L,pants are gray.,fabric is matte.,has company name and logo in gray below waistband.
B01B8ABAEA,610-sKgXquL,B01EGC2XIO,410A-WF+I8L,B01HPWCKT4,41xvnRW+wRL,has larger back opening.,cap is lighter shade of black.,plastic closure is curved.
B079TPST1H,51gfrcSvDIL,B079JHBTC3,41w3focCN-L,B079J65HH4,91pi59IMmJL,Perry Ellis brand.,is a dark gray baseball cap.,has the Perry Ellis logo across the front.
B0759M7VDL,41nZzhgP+vL,B07MHC94SG,31v92vsW+zL,B07HPQWPYH,31kVSrjBGxL,color is darker navy blue,has a crewneck but no contrasting trim,Shirt is shorter with a tiny dark tag at seam
B073SND2W4,91NPgqOhnCL,B07DG59GL5,81YpCFOzGZL,B016YY9WJU,91CnpzpRuzL,shirt has a black yoke.,shirt is orange and white gingham.,pants are navy jeans.
B07BJK9YNM,71JmLe2kb-L,B07MZZLD39,51-HIAk6cBL,B08JQN9W4M,51uw65JiDkL,includes dog graphics on two shirts,striped set has light blue cuffs,includes black shorts
B07CL34N1H,41BiY4bTYgL,B07HNXLK1M,3159YKmuVfL,B00GZH6G64,71fxwvjXkBL,has a curved visor.,top of crown is more curved.,has a side panel that curves outward?
B06XWTXVZH,814bngQJXjL,B071H937B8,81OlCxOqd4L,B07822VT3V,81nwqlVNk5L,Has to be bigger,Want longer straps,Would like it to be brown
B00SGQNC1Y,41qDztj-PyL,B071J7XW9S,41lXTtXLYfL,B078STGCGT,41mM8Kh2QYL,specifically Adidas brand,I want it with Adidas logo on the front,I do not want a less-known brand
B07V7Z17DS,81HYoDBSExL,B079MX3VFR,81CQQ01Xi8L,B00JSOOMEY,91-ufBN1aUL,A set with a cat image,The top must be made of fur,A pink colour set with red line on the neck
B07PVCJJ7G,41eF9vFFGbL,B07V7Z62FP,41A5Mms8SyL,B08CMLFFD2,91GGNYEKJiL,has ruffles along the inner side panels.,has a keyhole neckline.,is a shirt instead of pants.
B086QLLPW4,41DqvywntGL,B0824B6WSV,61ujU5UG1HL,B0193Q1Y8S,513f2a9qODL,Must be lighter blue,Had to be speedo brand,I dont want black
B07HHXSP8X,31QyAvY5uoL,B07RZW5FST,318Jnk8p0WL,B00KCTGL7K,31WHOyrUrzL,has a more angular and flatter visor.,crown is smoother and stiffer.,has name of company on front of cap.
B016C9M27Q,51tLhl+IpcL,B01N44612U,51GMJgs--yL,B01MSPCMM5,41lEHSyhIuL,is a royal blue with black trim.,has textured pattern of ovals on fabric.,"has a blue, curved front panel between the handle and unzippered opening."
B01JANFVX8,71tJlLUPQ0L,B01K57RJBK,31tF4O2Ns1L,B07DHWLKDY,31NTPQORm4L,Want them to be shorter,Need them to be a different brand,I want them to have different top
B01NCURV2W,41EtP5ER5xL,B07WDL43WW,314OGgbNfkL,B07CRT1YXR,31WWIxUIaTL,hat is black.,company name is embroidered over back opening.,"strap has a solid, flat metal buckle."
B07RY5CGY6,41XzFc1sqzL,B07RN2Q2LR,41W0ZwTy52L,B08B47K7CC,71zu8FVD+DL,is solid green with trim.,"has white waistband, drawstrings, and side stripes.",has white lettering with the name of the company above a leg hem.
B01991TYES,71G1KIqscoL,B07M8DN7Y4,617pWWFCWyL,B07D9YNLRW,61rPCotToqL,has a white X placed on waistband panel.,"stripes are royal blue, light blue and white.",inner waist band is royal blue.
B078NG9BPW,41amwCp-Y7L,B0817DX91Q,51C8+1+UMJL,B07D5SXHF7,41kpqq8o6eL,is a solid blue.,has separated shoulder straps.,has a wider and higher neckline.
B07L3H9MN6,81yHtojtZNL,B07D9YWVJV,71CWmmWLhoL,B07FDG4DR4,817cZi-YLZL,is a bright royal-blue fabric.,has name of company on a black-and-white stripe.,waistband has a thicker band of elastic between two thinner bands.
B07C2MBWLJ,71szDVU-ndL,B07BR2357X,417iS1jvSML,B071NPJ9C9,41kQ8efXQUL,is a blue denim.,has horizontal curves across the rear pockets.,has a large leather label with embossed company name.
B01LZFM1DM,614J1CwHIUL,B01N1RZS0D,41yMvoNTfXL,B019FX5C00,61ETV4JdrrL,is in a solid black.,has tiny logo at bottom of hatband of red and white stripes.,has rows of slanted stitching from hatband to edge of brim.
B00UW8P0JQ,91-eq9Ek-GL,B00R7P4G6U,81eGims6MLL,B06XJ5DWFX,91CRXToByvL,with stick figures on it,with a pink pom pom and a heart,with a red pom pom and says Toronto
B082BZ3Y18,41ALcWGtZnL,B07GTKZP92,51dtViL1rCL,B07V3TF7DS,41jANVK2duL,has bikini with orange,has busy print with curved border on top and paisleys and flowers on bottom.,has light-green satiny lining.
B07KWV43M5,71ngneW0-yL,B075WWZK2X,41i53SEGUjL,B07KFBQ6DY,4171zecNIEL,A brand name mentioned on the top,A blue coloured set,A XOXO branded set
B0734733RP,81jxIyjRnyL,B075FQ7B3N,414EYGq+QsL,B07G2QSXGW,41G7kI0f8iL,has three rows of stitches on brim,color is off-white,brand is quiksilver
B00PXT5OC2,91jEeyfmqPL,B085H57MKW,41tEQo-BKXL,B007SYHI1K,41gKK6qc9rL,shorts are a matte black.,has thin white stripe along the outer sides.,has small black and white label outside of white stripe and under the waistband.
B07TYQ44QT,41cSNQXJyDL,B075KPLNGD,413fm8kqt2L,B00YQV1ZZS,51skU3nMJoL,has maroon edging on collar and cuffs.,sleeves are black.,has black panels on top of shoulders.
B07DML9VWR,71DVaR5jwSL,B07M82SY5G,71GZVFnD3RL,B07MTB82JB,711c625bpIL,"briefs are yellow, light blue and gray.",the legs are longer.,the middle panel is curvier.
B06XCRK6DM,41H-fr2fvlL,B00TO3RO9Y,41LDk8gsWGL,B00L3HXSIK,41y4YZBPlFL,with boba fett on it.,made by under armor.,does not say buck on it.
B013DK40DQ,31S7o-u+OxL,B00HYZ71RE,81r9P+j3TnL,B00DFSRKIO,91ADH6eYJkL,Longer length leggings,Slightly lighter denim,With pink stitching on it
B081KKHQTB,91urV2qgcRL,B081WGTTLS,81N-aotOhuL,B07QS5B3YL,81d9faPTV8L,trunks have shorter legs.,have company name printed in white on black waistbands.,"the three trunks are solid black, black-and-white checkerboard and orange."
B01IT0BOYS,41nfMCJHMML,B071QZ8HK6,41du-nPDTNL,B01BPWN3UK,419mLTmbrLL,pants are solid black.,has logo below the pocket.,the logo is white.
B07W8RTT5J,41bxwrdR2dL,B06XWL1GBV,41rJAjBLRQL,B06XYFGQ87,41XDbxppa-L,visor is red.,cap is a lighter shade of red.,has black embroidery over the opening.
B086TRTXFZ,21wMt3U3LTL,B085F24PKV,310cFAEWlQL,B01MQ1YQFZ,31tQcy1m1yL,pants are a light pink,has rolled up cuffs.,has a brown button over the fly.
B00IUJZGXO,81htyjHBh2L,B07KZSCP1H,41OAUcgbcpL,B07GQJLH6Z,41YKLtx58TL,Adidas with logos along the stripes on the top of the hat,With logos on the hexagonal lines running through the head part,Adidas on the head
B07849M8RZ,31etxgEeuLL,B06XCXQ3RP,41qOfzDe2ML,B01N25FWBS,410+C9A7NUL,is a matte black,has a beltloop above a button.,bottom of leg is wider.
B07XMSZYG3,71vhnUctIUL,B081BCGGR6,315DPybJSXL,B074PL2Q77,31qPO6XmP7L,has a drawstring bow.,has cuffs at bottom of legs.,has patch pockets over hips.
B0781VNFG8,41sML5xqchL,B0792KTH5W,71tdNJi9nbL,B07NJKLF3F,71tzwVlrmJL,"has three solid briefs in black, purple and orange.",all briefs have black waistbands.,company name is in large white letters.
B07JCFFXD8,21V7EnUS6QL,B07V1JP6VZ,31lWzVOTooL,B0783HHFWH,415eKTFxULL,has four pairs in a package.,has a seam running under the toes.,sock covers half the instep.
B07CZL482D,917uydXxfFL,B0797FY1BS,51z5llDAiiL,B07F275M8V,51irlZZrXBL,has brown elbow patches,plaid is mostly red,brand is pendleton
B07GZHJZP8,714LEILfKeL,B076D7VS2P,41u2m5ol0SL,B07NJNZDVC,71O1v1Js9QL,With a yellowish tint,Having a pink logo,Made by Obey
B078JH2FSZ,91eua3BB7SL,B07YPXGD37,41CAjRkLGvL,B07K8R5LGS,41fU2TiTmZL,has a shiny black fabric with thin horizontal lines.,is curved across the bottom.,has flat shoulder straps.
B0823D2GCV,41cNLIwZ5jL,B0823BGWSZ,41eOUZQrQiL,B0823BXZCM,41iEa4UKyIL,A three pack,Different shades of blue,One with horizontal stripes
B07S9H5WNB,316ZddrUGAL,B07R2P1P5X,41y2DiwdVhL,B00U56RQKG,71L5kCb-zFL,A Notre Dame hat,With a Fighting Irish logo,Blue and gold colored
B01GISRXYS,91fhHhQWmBL,B01BLKIKAY,81s-9OF2TdL,B00E7UZMNE,51uJ+EsYs+L,inner neckline has yellow stripe.,male mouse is posing with hands on hips.,has a wider neckline.
B076VBC27W,41-+wAXFkKL,B008YMB6JU,31KR4H04b7L,B0779PQD7Z,41W0crjk+9L,with a light tan pant,without small extra pocket on side,with no belt loops
B07P4LXRMY,41AlyJ1XdOL,B07N3N9TVQ,41dg2TCelgL,B07N3NCKGW,41-Zp7B3AWL,is a solid brown.,has rear pocket with double horizontal lines through the middle.,has a triangular inset connecting rear pocket with lower thigh pocket.
B01N2PI07Z,51QrqqPCgLL,B076QN5F46,71v+q1BOoRL,B015G4DT5W,71CzUyKYRJL,has females in suggestive poses.,has white skulls with black facial features.,has black stars against a brown background.
B01MXYOQ4Z,81L2DRgx4SL,B01FVVMOLK,41nYU8Rbn8L,B0170KQ7M2,415sCATbMSL,RVCA is for me,without a color combination except the logo,all-red with a white logo
B00VMLCCG6,51zRSyXbyML,B00VMLDY4A,91I7E67fmAL,B01F6DSK70,51ddygNMpyL,features characters from animated series Paw Patrol.,white dog is posing in green outfit with yellow trim and white fur.,tan dog is posing in red outfit with pink trim.
B00L63O02Y,813Hi7mgCbL,B01NBMVEX2,51yjy6vMvSL,B01HM5MZDK,51LyDl17nzL,Want a trucker hat,Needs to have rounder brim,Needs a different logo
B0792T5L33,71dIftKPaEL,B083PX55V1,51KQy2bZkwL,B0747LNB2W,81x3yRDYl2L,not made by diesel.,made by lacoste.,made by guess.
B086VTYVFC,71uG8+LxPLL,B07P9V884T,91O3D8nX5AL,B07YJXQJF5,81NFtvfReiL,shirt color is wine,brand is John Varvatos,has ribbing on shoulders and acid wash look
B072W6PM58,41c7JBORXnL,B07F4C338X,41sYUd483SL,B07F161SL7,7199L3A-3XL,pants are khaki colored canvas,has back patch pocket with dark label on it,has rivets on front slash pocket
B0823D72JQ,41ixulkfj2L,B0823BGWSZ,41eOUZQrQiL,B0823BXZCM,41iEa4UKyIL,has three briefs: one is a solid blue with blue waistband and black print on waistband.,"one is horizontally striped in blue, gray and black with a gray waistband and black lettering.",one is a solid navy with navy waistband and white printing on waistband.
B07QFBN7VP,71yKFLHBikL,B07MZRFBLX,918yUkfTpkL,B00Y7OSN5O,51syAmFxuML,"has a long sleeve blue shirt, a short sleeve light-blue shirt and a striped short sleeve shirt.","has striped leggings, light-blue leggings and blue shorts.","has graphics of eggs, bacon, toast and croissants on two shirts and on legging."
B00C3M0TWM,71-18fp6IvL,B06XQBVWZM,51gquoJyNvL,B00VJQ4ZVO,51eu9CJXniL,want it to be grey,Has to be smaller,I dont like the color
B07CJLDMF1,31aio3WyLGL,B078LZL68M,21PUREYSMLL,B07VNPJ8PG,31DSbUxiUaL,with a slimmer fit,with rivets on the pockets,with flap button back pockets
B00QIUBSH0,41f5SAyRt6L,B077RSJ63V,61YENHO5-KL,B01DTS0FAE,71XAzhDkqrL,But Tommy HIlfiger Brand.,But in a set of 2.,But in Navy and Grey.
B01FJ2EH2U,81Mv8um9KFL,B0747G355F,71z7riR6MrL,B081PBD69M,41ApAQG+X5L,visor is curved.,red and white sticker is on visor.,"name and logo are on a square, black patch on crown."
B013P5OI54,51Yg5GRDePL,B013P5OTQM,41ZhBoJj4eL,B077QC1ZYM,51T3QOX0EEL,with the backpack in sections of light blue and medium blue.,with a black zipper curving around the front and black straps with blank handle.,with a side pocket in medium blue with topstitching at open edge.
B07KMM4JHW,8183p38s5pL,B06Y1Q3WB8,81nJD-xAxFL,B071CDCGVG,81h7omU+vPL,Made by Billabong,A very small logo in the center,Without any wording on it
B00JRPJ8A2,41dNek7H9gL,B071VSSNLH,71JvpjUVrKL,B016W1048S,41KxrAzGphL,Made by Goddess,In the color sand,In size 38DD
B07GTB4VYD,41-izmGlUCL,B07FY5LCX2,41A-gesJw0L,B00LOML8NQ,41-06kiJADL,is a lighter shade of black.,has two connected closure straps.,has a smaller visor.
B07DRVK8WQ,41YLKqY3cgL,B07DQ9JR4H,41d9WZaERkL,B07DQ35PX6,41HVmRGtxlL,"has toe, heel and top trim in thin blue stripes.",has company name on sole in green.,has a print that includes tan leaves and green slashes.
B07B1641DD,81FB1hgrklL,B07968TQTY,71TFpwT012L,B079ZXX1V8,719PoU3SbZL,has monogram logo on belt buckle.,has flat green leaves.,has leaves that are the same shade of green.
B00L4INZ0E,91j+imfn3xL,B00MNZL4GY,815SU1PUQAL,B00KFCT7Z2,91tSs5Da1eL,In a plain black,Made by Foley & Corinna,With a gold buckle on the handle
B083YWWRC1,41qx3oeUZyL,B01KAEWDSC,71Z+EeSa-eL,B015MT7QZK,51kEnFEYYML,A triple colour short without a logo,A shorts that doesn't have a drawstring or button,A shorts that do not have blue colour
B07M8YQW8Z,41yyHA6gDEL,B07W6GCPYL,81BWdRds+dL,B01FFL4R7K,81G1ZjeZiuL,is solid brown leather with black stitching.,has leather edging that sticks out along the sides and bottom,has a looped leather tab holding a gold ring on the side and secured with a gold stud.
B00UBVYTZA,31gSQuKBD+L,B00NE46580,3195CKkv4dL,B079DJHRNG,41p0-9hRkiL,has straps that are wider at the top.,has white adjusters where the straps get narrower.,has droopy cups.
B07RDQNZ1R,411flZk8ByL,B07T66YH52,41xVTctyxmL,B07K3TVT3T,71I-ZyboJjL,Marine and red,Emporio Armani design,Bold waist borders
B06XSL8BMC,41yZGv13yTL,B071R6Q55M,41ffRfC0i3L,B071XXMTW5,41o7a+AvSGL,is a dark brown.,has a rectangular stripe on top of both shoulders.,has white logo on side of chest.
B07498X18C,51ev-0Xgm7L,B073W9Z57N,91TN+VsknUL,B06XNNSZ67,71pD7bAPjjL,has a flat visor.,has two solid red front panels and red visor.,has white mesh on side.
B01A4SS0OU,71C6Vp5bpCL,B07Z5RHX7D,31oSktzmCnL,B07PBJ7FZ6,31r53oJCn6L,is a shiny deep yellow.,has cuffs on bottom of legs.,has a floral pattern.
B01AVLXJOQ,41gYLVgun3L,B07CTQKKH9,71glnRMeZiL,B07GSNV6R5,711E1nyFplL,is a camel color bag with matching straps.,has a fine leather texture of tiny circles.,"has a vertical seam down the center with slanted, tan stitching."
B00NW3JYXG,31yu8WyhqbL,B01I0ROQ54,41d5LuB-qqL,B07KZ8D65Z,31WpYBqYY1L,has a curved visor.,has a diamond patch on crown.,patch has white lettering and white logo.
B076CX55RH,41L6GpJ5feL,B07P49P41H,31C80Rs-AcL,B01AT52ZF8,51pE0ug4q4L,No colorful design,All in black,Made by Skechers
B008BI45E0,410+d7b6JBL,B00D8SRZZ4,31K1wMINYsL,B00DIRF9BM,411VSYQycnL,has a curvier visor.,is looser and puckered.,"has bright graphic in yellow, red and lime green."
B07HPQWPYH,31kVSrjBGxL,B075KPFZTZ,91AYoFn0HVL,B07GNWTSDQ,511aW94KGmL,A sweater with buttons,A medium size sweater that is black,A John Varvatos sweater with a black neck label
B01GQHK7I0,81X0KAosksL,B01LSZNL3I,91W3Z32ihaL,B01LSZNXNG,81KfuR92PmL,I prefer a cool semi-transparent make,I'd like my head to have an extra ventilation,I sweat a lot so I'd appreciate an option that helps me with the comfort
B07SWTTZ15,31U4SnqVXmL,B07RQM8734,41Xt1RXzQnL,B01N6V9CDX,416Iij3MrAL,in a stonewashed style.,in a lighter shade of blue.,from a different brand.
B01N2X7YQG,41NFnKCyBKL,B01MU1M3KW,31G2Vgu5-GL,B01MS0OYBE,31l8lRYPoRL,A navy blue pant with a drawstring,A pant with 4 pockets,A large pant with black and yellow elastic
B07NWQRQWC,41uWYC85pZL,B0771T6TX9,61cRB3hlVjL,B01974R0HK,41uetdKDNPL,package has a beige bra and a white bra.,has a straight bottom edge.,has a rounded neckline.
B01EZWVL3S,71OiMcWw7mL,B00TOMYNI0,41vLZepZ6tL,B001COCPPQ,31U2rUQtUlL,tan with less yellow undertone.,has black hatband with gold studs,has a wider and flatter brim.
B00LVT4HFI,51yJD0WVskL,B00TDFDGFE,51NxwgsqseL,B00TDFDKAK,51oUlS6jmPL,has a blue hatband with slanted lines and triangles.,has a deeper crease on the top of the hat.,has a more open weave with darker vertical lines.
B07Z9YL7WP,81qWPH-WqgL,B01MDLL7O4,81zt8bfauGL,B07Y46LJYX,61MSMuUBu8L,has a flapped pocket.,flap has a white button.,has floral print against blue background.
B019CQ1JBG,513kAO0gCeL,B01MT1P3KE,513nRAqk6aL,B07FK5BRNJ,61Hv-8tgegL,"shorts have color blocks in blue, orange and yellow.",yellow block has black topstitching above the hem.,has navy pocket with button on flapped pocket.
B00VHNVE0Y,61OEQgnf29L,B07488HH5Z,917kqjhljPL,B00NM7TY78,61UDvH1Wc5L,is a black hat with two stripes on top.,the stripes are orange.,has a yellow logo on black tag on the corner of hem.
B07VPLMN1V,41mIBLPdeKL,B07B6S2LCR,81+kq1rPkFL,B00TSSG8GU,81ICZi2KqwL,hat is black.,hatband is tied maroon ribbon with gold band and gold ball.,has a wider brim.
B07JG3MYQV,81e08tLZmkL,B07RCZMW7R,817T4LMpYaL,B00ZW9W82C,51hkLiHZiBL,"the briefs are red, blue and black.",the briefs have white waistbands.,the brief are shorter in length.
B01FEZFQMW,81eU8FXcskL,B01CZ5QMOA,81hru+2i0pL,B01EOPJF5M,81tD0z+EiLL,has a smoothed-edged brim.,has a black leather hatband with a sheen.,brim has curves.
B07R897MG5,31orB9yACML,B07K9BFQRF,51NHdGm7vcL,B07KQQCTYX,81BEG6whYZL,in a size two,in a dark khaki color,with corduroy fabric
B01LDR5MYW,819e-pVQQRL,B07K78GN1G,71mDlUSmlTL,B01MRV1VMI,41vGwQsC9EL,has shadow lettering below chest,main color is purple,hood has no contrasting lining
B077NQSFG9,91ihTxN9KCL,B075CY7FWG,41HcRKUZA-L,B00BJEC4X2,51T63byMT0L,"is made from tan, woven straw.",has a brown suede hatband.,has a flat brim all around hat..
B01IKV39SA,4195U4yq6wL,B07FQ8KJC7,41Ou6t46P4L,B07K9CQ8SQ,41nyHTeMc9L,Made by Tommy Hilfiger,With a small patch logo,A traditional beanie
B01D7OWANK,81orlpXP-+L,B00I0FCZ5A,61LFMPzTusL,B00GQ3SM3W,71cf0ZcpWOL,Needs to have strap back,Must have larger camo,Must be lighter color
B01J5F2XM8,41809Ai2WNL,B01MD1IAE4,71o0fwrYT9L,B00VBOXB8W,81B83QVH2+L,A globe logo in front of the cap,A medium sized bucket cap,A Kangol cap
B073GP2C9T,41DCT6XNVzL,B06XS4YTT9,41WlRfDK7eL,B071YY8PG3,41t-lPMjaUL,A medium size sweater with no logo,An Olive coloured sweater that has a white label,A Dockers branded sweater that does not have multiple horizontal lines on the neck
B079B3SBML,91rOzZI-WUL,B07H2VDXNZ,91C-pdceL7L,B01KTQIR4U,81L8IA+Yr+L,three garments have the gray-and-white block with facial features.,one pant is a solid dark blue.,one shirt has the graphic of a person holding a gray sword.
B01J3B8AYE,61vPCa1zLEL,B077ZM2Q8M,91K7rTtUaZL,B07MZL7711,81iFSpMQMhL,is in black with white and red embroidery.,has solid fabric in front of crown and mesh in the back.,"has company name with image of tall, white spider."
B06Y2PFG4X,916Jmv5kEjL,B0758LHPPD,610ZYEd7C0L,B07GCJTGYM,A1XZqkhs97L,A large size crew neck jumper,A jumper with an orange label,A sweater made by BOSS
B01LZRIR4U,81-5YuF7xhL,B01M0Q3MIN,81wI8zr1ggL,B072XD1RR5,41Hmo-QhiPL,with short sleeves,with a roomier fit,with a looser neck hole
B00PJT9X4G,41bWpnseZwL,B00L65T7BG,41ZbM4LxFeL,B01G8MGDU4,51nHiPNJ4cL,cups are not round and molded,is a set of two with wide straps,brand is bali
B06WV8DYBJ,51Naf3Wc2gL,B00I1RLOSG,61UUsXYDH9L,B00GXJD46E,41iziskr+WL,crown and brim are different colors,has an orange brim,has a FOX tag on back
B07VWRYNR2,71xmt92rlWL,B07TKVX2TB,81r1B4v9mAL,B07QRMR5G8,81hET4jqKyL,not in black.,in a light blue color.,in navy blue.
B01N97JDFN,81sTxjPDh-L,B01MSX12SN,41XEBv12k0L,B01HJKR376,41eBwbeIktL,Black made by Timberland,Timberland brand in the darkest xolor,The color would be preferably a dark shade of grey
B07GG1FPK6,415Bd7TriBL,B07HPJH16Y,71AKDJZh25L,B07HPCKDX8,71FtMEk4lKL,has armholes that are less curved.,has pockets in slanted seams running from chest to hem.,center zipper has a matte finish.
B06ZYWWS14,41AxYI5F4OL,B06XSL8BMC,41yZGv13yTL,B01LYAV5OX,51KiK0F9JjL,is a solid heathered gray.,has triangular shoulder panels.,a muted and faint graphic appears between the wrinkled bands.
B00E6SIZ4K,417j5RT4-ML,B074743YGH,51qk+k5qwFL,B0866T1HPW,41m0dGb5qpL,has a gray brim.,the brim extends farther.,has a logo graphic of a smiling buddha.
B0785RNKXV,41klmC5RC2L,B079VV4B4Y,51zMljziFRL,B01MS1ZKJS,71zDNtlQd3L,A blue short with dual pockets on the back,An American Hawk short without a label,Not a very dark or bright coloured short
B06X1BSWNK,81SVCtFd4DL,B07GX3PWNK,81vCP7GqixL,B0787HRQPL,91777uQvOIL,"is black with gold zippers around main compartment, front compartment and front pocket.",has quilting in a chevron design on front panel.,has a reinforced handle and logo below top zipper.
B07537GMX8,519fPGU22dL,B073W8PXZN,A1zkMNygABL,B073W9YZ98,91k9f0utw1L,is orangey red with black and white stripe on crown.,has black edging on edge of cuff.,has logo of two intertwined letters on an animal paw.
B07571PYV4,81WpXZwoN9L,B01M1FGT3H,51dADRRLMeL,B00MCVOEUW,51CkV44+QoL,is a dark gray in a shiny fabric.,has pattern of eagle logo and company name on gray fabric.,visor is edged in darker leather trim.
B07JCJH4Q7,31d3wdvcpqL,B01LSZNL38,81WhrMByIzL,B01MSP0AVK,410cvWchEFL,Must be carhartt,Has to be a round brim,Must have a large logo
B0116LR6MG,71b4rg9T9uL,B016N8YJIG,71LifP-oN8L,B00BY9INSC,71ICYqPzOkL,with a stretchy waistband and no logo.,With a waistband that stretches and no logo.,can stretch and has no logo.
B01I0ROQ54,41d5LuB-qqL,B01LW1R66A,81CdcrqtOuL,B01DBOMUKO,71tNXhTXJnL,"has a red, white and black graphic.",has a graphic symbolizing a popular movie.,has a ghost leaning out of a red circle with a diagonal line.
B073XQYXF3,41K3bplsc8L,B07C89LG8Z,91BsEtKsqHL,B01MTXV24O,91WHY2qwcnL,has padded shoulder straps with slanted blue line.,has horizontal seaming across back panel.,has wider handle connected to shoulder straps on top.
B01IJD5I5Q,71JrWBk6yML,B07BG85161,41THJdt0WsL,B01N6UC5B6,81XmIMdFYuL,has a curvier visor.,"has a short, raised seam over the patch.",has a round patch that includes horizontal lettering
B0858J7YS3,31yLUJXQ6UL,B01C653KIK,71NJQrz3g5L,B01JH5PRK6,31+iBPeaV2L,the one that can be tied up around the neck,the one that doesn't use a typical bra holding mechanism,it shall be one that you tie up
B01CXRER7O,41NgFCMn4LL,B01EGLKHOM,41c3fC+zHbL,B01HJKR376,41eBwbeIktL,has a shape that is more rigid.,has black tag with white logo on side of plastic closure.,is a lighter black with smoother fabric.
B01IX9EN7A,41uy5OpFgjL,B01HM5L6PI,91owAZs859L,B075LCTFV9,91rZACASkZL,is a brimmed hat instead of a cap.,has two bands of open weaving between a solid woven band.,"has a thin, brown leather hatband."
B07RQ9ZB6W,314hjAVwnRL,B07TVDTP3C,41Lskp56dsL,B07TVDS8LC,815uJxh-hqL,includes T-shirt with raglan sleeves instead of jacket..,gray pants have side panel with black lettering.,includes neon yellowish-green shorts.
B07FKQDVDC,81b7dydreUL,B011CFCF04,91t+9ayU-6L,B011CFCEUA,91aweLd9YgL,has black embossed pattern of letter T on squares.,has a shoulder strap and a handle.,bag is shorter and wider.
B01MCTPU81,719qzzVCp-L,B07GY3L9WH,81ztyzPzZwL,B07MBRTHX7,71EAvhSrleL,set has a long sleeve shirt and a bikini bottom.,the print has a variety of flavored popsicles.,the background is white.
B079PHRD1W,412CsmDf4HL,B07W4Y9J18,41+I9a2Gy6L,B07W637QJ4,41Lzz6S4PPL,In regal blie,Made by Perry Ellis,In size medium
B01MSNSSUX,91AnHDtZ3dL,B01N37N2AQ,71v3M50WBwL,B07D3P7KHY,81o44M151kL,has no words.,has black and white striped design.,doesn't have a dominant color.
B01J59S9NQ,41qujIA4sSL,B01JB80VLE,71fxPmfd1KL,B07KY6M4MG,81g15itwRBL,has gray graphic on crown that extends onto the visor.,has rows of gray stitching around visor edge.,is a black color that is washed out.
B075CN3BWY,41R8rv6AMZL,B06Y58W3MN,51jNe6BXBML,B017910V2O,91Ch7CwFZsL,is made with tan straw.,has a leather hatband with straw banding held together with metal clasp.,top of hat is sunken.
B01EGATMS0,51K3nl7wTXL,B01GIXKK20,41MeC8OBSwL,B01N9IJI7M,41RfTDjqjXL,Made by Huf,Made by another company but not Obey,With a completely flat black look
